drug_name,feature_1,feature_2,feature_3
SULFACETAMIDE,"C,N,S,O",-18.351544752818068,0.2867977562572505
AMSACRINE,"C,N,S,O",13.750597991762435,0.0026199380959204266
ETHACRYNIC ACID,"C,O",8.199279237244056,0.7991192774424152
TICRYNAFEN,"C,O",4.8327525471201165,0.5995901410464434
GEMFIBROZIL,"C,O",11.656958509213664,0.4700575126257115
MELATONIN,"C,N,O",0.6343416097125674,0.5058218460484235
LYSINE,"C,N,O",-22.371117364465288,0.1923295466393956
FLINDOKALNER,"C,N,O",0.5504202579323654,0.7796710411253563
ONDANSETRON,"C,O",1.7989669993731783,0.9898078141629236
PROPYL GALLATE,"C,O",-16.090475590890414,0.3829782554814167
BUSPIRONE,"C,N,O",5.192248324047728,0.7513725021058093
KETANSERIN,"C,N,O",-2.611002546530861,0.15872857876629465
METHYLDOPA,"C,N,O",-6.123392842216432,0.5379617676500673
MOLINDONE,"C,N,O",3.48495982294426,0.18728112909243053
APOMORPHINE,"C,N,O",11.403184159423633,0.4219702440538397
HALOPERIDOL,"C,N,O",4.208858486402331,0.6663265873552345
PENTAMIDINE,"C,N,O",-0.4053259825621158,0.2560943342905544
AMINOHIPPURIC ACID,"C,N,O",1.2126993039352691,0.3210472063943356
ETRETINATE,"C,O",-0.13802259201557351,0.15670454489352814
NEVIRAPINE,"C,N,O",-9.913779074549888,0.4685284704162274
OLEIC ACID,"C,O",1.2766554273012771,0.11037116116234802
DRONABINOL,"C,O",-7.783560176068463,0.3647623172311001
MITOXANTRONE,"C,N,O",-12.515809543952615,0.5923427347263756
DOPAMINE,"C,N,O",-2.8093351775326387,0.4782953346948734
LEVOSULPIRIDE,"C,N,S,O",20.706980708020044,0.4391253790626165
RACLOPRIDE,"C,N,O",5.043454475921836,0.2621386269895589
HYDROXYUREA,"C,N,O",16.55162902680941,0.4428541571991653
PODOFILOX,"C,O",23.409970284421593,0.23997470446641436
ROLIPRAM,"C,N,O",5.116323278645567,0.03416185048769793
ISONIAZID,"C,N,O",22.30907881249744,0.9488223260257682
THALIDOMIDE,"C,N,O",0.4351674015031014,0.04481977997215025
KETOROLAC,"C,O",23.612873276901468,0.2312685070607875
ATRASENTAN,"C,N,O",-0.6462021856493656,0.7792450244609302
SOTALOL,"C,N,S,O",-11.523106467856328,0.3649770899008047
GLYBURIDE,"C,N,S,O",-15.334512358794367,0.6842549987349456
DOFETILIDE,"C,N,S,O",11.489647476089393,0.4162748673761146
DACARBAZINE,"C,N,O",1.8768486658674293,0.9889397694109968
ADENOSINE,"C,N,O",6.638970412391098,0.9848263157503196
THIORIDAZINE,"C,N,S",-10.50067140013056,0.07503830781516274
LANSOPRAZOLE,"C,S,O",14.269503192692357,0.7538464858134036
IRINOTECAN,"C,N,O",4.0977700126900585,0.06289659815111581
MORPHINE,"C,N,O",6.045014079592031,0.04800130287087112
TENOFOVIR,"C,N,O",3.2760518937243766,0.322570603435533
ADEFOVIR,"C,N,O",7.650496938065122,0.7950802355930188
CODEINE,"C,N,O",-1.3850556662560312,0.5845277663238886
CHLORPROMAZINE,"C,N,S",24.815448829502078,0.6599890440337243
DESIPRAMINE,"C,N",3.2983052143225353,0.1641923865741265
DROLOXIFENE,"C,N,O",-2.059476786665854,0.4761135718371801
AMINOGLUTETHIMIDE,"C,N,O",-2.7135997310562083,0.3893937769208835
AFIMOXIFENE,"C,N,O",-5.624592539013804,0.11861273360974225
CROMOLYN SODIUM,"C,N,O",-10.750518896883584,0.8916305925220995
CHLOROQUINE,"C,N",0.031480539092973395,0.6267037647361811
PAROXETINE,"C,N,O",-15.68270962521284,0.5456876477686197
ETORICOXIB,"C,S,O",11.238017874627488,0.2374542034318176
LIDOCAINE,"C,N,O",8.651780627693665,0.8176130562659869
TALNETANT,"C,N,O",0.4810376874754602,0.3961512443496548
PIRENZEPINE,"C,N,O",11.715084887274607,0.14947016565386995
IDAZOXAN,"C,N,O",-18.549928542667608,0.7398656700271212
AZD-7624,"C,N,O",9.017883295524273,0.6446804479581371
ETIDOCAINE,"C,N,O",1.6590489601536231,0.0976300430225906
NALOXONE,"C,N,O",-4.5215134293438,0.5200317184759549
RALOXIFENE,"C,N,O",0.2342777035388953,0.3480976231280741
TAMOXIFEN,"C,N,O",-3.7531313035605263,0.5157159541799636
BROMOCRIPTINE,"C,N,O",-6.942319183599143,0.039263497703712284
NAFAMOSTAT,"C,N,O",-2.4272574437676986,0.495709263420054
ILOPROST,"C,O",-9.396322121905706,0.6258795913313172
TOPOTECAN,"C,N,O",-0.5963337471427557,0.2860686057219127
RISPERIDONE,"C,N,O",-0.11032642872196068,0.9934332876983284
CROMOLYN,"C,O",-18.913864788482112,0.7379291515198344
METOCLOPRAMIDE,"C,N,O",-0.4838691040463661,0.5118969088372071
PACLITAXEL,"C,N,O",-13.01448806423995,0.9156525229374839
ALPROSTADIL,"C,O",3.75083408080823,0.4864846167841402
HEXACHLOROPHENE,"C,O",-14.79927184841558,0.8412204947413471
CLIOQUINOL,"C,O",7.83414013680388,0.05453453087315785
AGOMELATINE,"C,N,O",7.523134602101365,0.5224477826342687
CYCLOPHOSPHAMIDE,"C,N,O",-1.7752505660148918,0.09591093200260016
CHLORPROPAMIDE,"C,N,S,O",-18.354718788775955,0.16633618562320962
TIMOLOL,"C,N,O",5.659254330056712,0.22725740961657315
PINDOLOL,"C,N,O",4.484845868734706,0.7257969761701654
HYDRALAZINE,N,13.148664952635414,0.17867770870636324
AMPHETAMINE SULFATE,"C,N,S,O",-13.67158300525944,0.1199531840034186
AMPHOTERICIN B,"C,N,O",6.435015551005177,0.2459303671645393
HISTAMINE,"C,N",-11.026077937325462,0.5302499537961701
MICONAZOLE,"C,O",-7.313594902498969,0.08354505330319673
DOCETAXEL,"C,N,O",-6.876481071301641,0.11498273436967354
ZILEUTON,"C,N,O",-2.9666973565636914,0.8937217640190076
PHYSOSTIGMINE,"C,N,O",8.162874904804525,0.5198966025459597
ASPARTIC ACID,"C,N,O",0.11708079893912735,0.7272067626934047
TACRINE,"C,N",2.57840427460944,0.6453988990493195
DONEPEZIL,"C,N,O",18.35365182207869,0.5187101639485371
ALANINE,"C,N,O",13.841121043585826,0.2531603943201873
SERINE,"C,N,O",2.6976313991030416,0.6829095658305002
BERBERINE CHLORIDE,"C,O",-6.3361384717918625,0.20480045044248807
LOVASTATIN,"C,O",3.46171740002466,0.7608210660160069
OZAGREL,"C,O",6.1615319199128376,0.07624357849894314
BENZYDAMINE,"C,N,O",-22.11580021420947,0.6149678817475416
DIMETHYL SULFOXIDE,"C,S,O",-15.758746208176348,0.6328493358925952
CHLORPHENIRAMINE,"C,N",-0.688097474738864,0.11016336595873233
PRIMAQUINE,"C,N,O",12.125614130846017,0.21100470318605524
CLODRONIC ACID,"C,O",11.56361365371082,0.2570473307863296
MECLOFENAMIC ACID,"C,N,O",3.311394952839513,0.4418630237174545
HYMECROMONE,"C,O",-2.682674428728605,0.21086381794213427
PYRILAMINE,"C,N,O",-29.828584619695157,0.14945894192505138
RITANSERIN,"C,N,S,O",-16.8944979058333,0.2310455226939039
SERTINDOLE,"C,N,O",-3.8182548730656336,0.6809804469323806
CARMUSTINE,"C,N,O",-2.1135618239019194,0.3095747115365267
SEMUSTINE,"C,N,O",6.7719965909022015,0.6792692560550292
LOMUSTINE,"C,N,O",-2.62480388717579,0.9528147553871698
GAMMA-AMINOBUTYRIC ACID,"C,N,O",15.106682130226206,0.6036092833573652
CHLORAMBUCIL,"C,N,O",-6.518061614231845,0.8712321923206225
CYPROHEPTADINE,"C,N",13.914833689596028,0.6276896058565894
INAMRINONE,"C,N,O",-3.9931012974097535,0.8887056306138447
DISOPYRAMIDE,"C,N,O",-6.311692125986682,0.09981645069986399
ALDOSTERONE,"C,O",5.076021264278915,0.3596720036288251
SPARTEINE,"C,N",-0.44774168977988493,0.5828313672753271
VORINOSTAT,"C,N,O",6.547031979416254,0.4956551563522871
PEFLOXACIN,"C,N,O",-6.029416902050415,0.2668871750709272
IBUPROFEN,"C,O",12.406072342781494,0.9735331260442904
CLOMETACIN,"C,O",4.199556790191555,0.6585414432332577
FLUNITRAZEPAM,"C,N,O",8.519720338763763,0.6865430691728178
NITRAZEPAM,"C,N,O",-3.4165681234631364,0.9659760939952872
METHOXAMINE,"C,N,O",-14.20071563362005,0.33769839897736
PROPOFOL,"C,O",12.87408672758134,0.7650781711761033
PIROXICAM,"C,N,S,O",17.82758852382391,0.6216228164234789
CEFTIZOXIME,"C,N,S,O",21.704941862378192,0.6882853263505757
PHENYLBUTAZONE,"C,N,O",2.6824758821655776,0.6687636910639483
AZITHROMYCIN,"C,N,O",-7.685705833701996,0.4749310498047316
AMDINOCILLIN,"C,N,S,O",14.595260704608949,0.4318676264616096
PERGOLIDE,"C,N,S",-10.002525700791463,0.5397797297821653
ERYTHROMYCIN,"C,N,O",10.117367930729703,0.7407233844976716
IBUTILIDE,"C,N,S,O",-20.686914911764372,0.7869113736056904
PROGESTERONE,"C,O",15.939746041609368,0.4316272630921079
IBUTAMOREN,"C,N,S,O",-14.233879768401938,0.29525220719518
OXATOMIDE,"C,N,O",-11.948335347407964,0.8676390642964533
SEMAXANIB,"C,N,O",-8.465391070354086,0.6149605355107378
ORANTINIB,"C,N,O",1.8119346998935932,0.5610725454551706
KETOTIFEN,"C,N,O",-3.4182122870079485,0.8789690097870684
SUNITINIB,"C,N,O",11.615988220016805,0.7829454951960759
HYDROQUINONE,O,10.724912444938264,0.029581312845132882
ACETIC ACID,"C,O",7.6058371666592715,0.409914649244555
BENZOIC ACID,"C,O",-3.8154697346552346,0.8553016447097901
AMINOBENZOIC ACID,"C,N,O",-8.624669754299559,0.7655216565151435
TRICHLOROACETIC ACID,"C,O",3.7126125487644006,0.7794654175478807
PROPIONIC ACID,"C,O",2.0886867890974217,0.5175870684965792
PHENOL,O,5.239683884712348,0.11000051982972714
MEQUINOL,"C,O",0.5929298142411948,0.007607336463118175
GUAIACOL,"C,O",-4.530462119498374,0.18034684786853505
CLOTRIMAZOLE,C,4.098544259988175,0.7381329229276457
MITOMYCIN,"C,N,O",-2.1028389164993677,0.2855341452046004
ALCOHOL,"C,O",4.379470626434748,0.8415506833658284
OXPRENOLOL,"C,N,O",0.39797368066420297,0.683342976712782
FLUCONAZOLE,"C,O",-2.5487561545619344,0.26197949059379505
ISOTRETINOIN,"C,O",-4.579180750317794,0.3677869508627804
ILOPERIDONE,"C,N,O",11.959700847834014,0.8926399450865927
DINOPROSTONE,"C,O",-4.787280217267626,0.27923392965356203
NEOSTIGMINE,"C,N,O",-8.545213896003911,0.9647010320933692
SELICICLIB,"C,N,O",0.2204233027811266,0.05716178651191561
REBOXETINE,"C,N,O",6.088772657654584,0.9934235083618256
ALVOCIDIB,"C,N,O",-7.3426053418640445,0.13040191219649744
CITALOPRAM,"C,N,O",8.319047958625331,0.9038630712832396
PILOCARPINE,"C,O",10.176594647752284,0.0195704060993821
COLCHICINE,"C,N,O",12.976207572294935,0.30151838678910403
TEZAMPANEL,"C,N,O",8.359258326753553,0.24676774060614734
ERLOTINIB,"C,N,O",7.401807539278701,0.9690536294223532
LAPATINIB,"C,N,S,O",-15.913258234644706,0.9423263665900924
TRIFLUPERIDOL,"C,N,O",-11.399518970226692,0.11240707722915376
CARBAMAZEPINE,"C,N,O",-5.579910166332153,0.6143958015226669
YOHIMBINE,"C,N,O",20.29609494449566,0.8912517792880212
VALPROIC ACID,"C,O",-7.316181873960894,0.5677872253093273
TEMAFLOXACIN,"C,N,O",-3.714943302649594,0.9543634098543736
BENZNIDAZOLE,"C,N,O",-2.9791006537221314,0.6645603384690761
DEFEROXAMINE,"C,N,O",6.024979282476728,0.27589885400158154
MEXILETINE,"C,N,O",19.53921319362888,0.255668149342145
DEXTROTHYROXINE,"C,N,O",10.484760400357636,0.04727317979228063
RIMONABANT,"C,N,O",-4.271048358971925,0.8547831249563462
FLOMOXEF,"C,N,S,O",-31.31254586193439,0.8418939938337701
NOMIFENSINE,"C,N",14.998755673317563,0.14974369515282115
LOMEFLOXACIN,"C,N,O",-11.929461781067248,0.7731441218123701
GRISEOFULVIN,"C,O",5.978136724836487,0.21731617977674103
FLURBIPROFEN,"C,O",2.7624812036354767,0.6578913201910984
PROMAZINE,"C,N,S",21.2509042511066,0.12080073500693622
CLOFIBRATE,"C,O",3.7090757149823546,0.3736961954199148
URACIL,"C,N,O",-8.966305502811046,0.9531449748895436
ACETAMINOPHEN,"C,N,O",21.388338269988154,0.209427587562946
FENBUFEN,"C,O",17.276734271920237,0.7292499374645172
CAFFEINE,"C,N,O",-24.92425639289184,0.9879644906361436
PHENACETIN,"C,N,O",1.633583505416039,0.09168371359303697
PERPHENAZINE,"C,N,S,O",24.523411786527447,0.15663720377637336
OXAZEPAM,"C,N,O",3.5725543604116003,0.9158876000065443
SULINDAC,"C,S,O",-11.688082654879828,0.1917900539969054
FENCLOFENAC,"C,O",-2.8292889961165963,0.885228132535563
CHLOROPHENOTHANE,C,-0.3290113560203971,0.3778100760343629
INDALPINE,"C,N",4.311976570477607,0.6555324274410206
PROCAINE,"C,N,O",12.827421539809327,0.07911598653820406
TRIFLUPROMAZINE,"C,N,S",13.52826761100597,0.9449560939153352
KETOPROFEN,"C,O",13.619293818938134,0.0912559079207096
NITROFURANTOIN,"C,N,O",-3.4890733631831394,0.7984797811419259
INDOPROFEN,"C,N,O",-3.3417350374813557,0.2308343446444674
LINDANE,C,11.965197190274406,0.016578478565901555
NIACIN,"C,O",-12.368911738432855,0.3711244151418891
METHICILLIN,"C,N,S,O",-13.670728231659384,0.5137685610460069
TRICHLOROETHANE,C,-8.676995748053109,0.7180633284960262
BENZOCAINE,"C,N,O",-6.276593841805071,0.3548353023940093
ENALAPRILAT,"C,N,O",-0.8668046245268946,0.5953523854318622
ENALAPRIL,"C,N,O",13.266114712677956,0.33716926574760475
LORAZEPAM,"C,N,O",13.078591885125954,0.4794753221269274
BROMAZEPAM,"C,N,O",-3.766258433595465,0.6458836556460072
TRICHLOROETHYLENE,C,-6.2612250120816935,0.35795800747464035
BIFONAZOLE,C,0.3965421437133568,0.011277012046194579
ISOPROPYL ALCOHOL,"C,O",-3.026273298364932,0.2921356747649532
ETHER,"C,O",-34.696858586150505,0.07989129602051259
GREPAFLOXACIN,"C,N,O",0.02306960986737764,0.01590404602062201
SAQUINAVIR,"C,N,O",13.931076494301319,0.8697065995017229
INDINAVIR,"C,N,O",8.585878457826194,0.07948925874351342
NELFINAVIR,"C,N,S,O",18.84643354469602,0.2523773334381177
AMPRENAVIR,"C,N,S,O",20.72017666344168,0.9528172898905608
TRIAMTERENE,N,-9.89446866299865,0.6217017465031633
PRONETALOL,"C,N,O",-15.313061467252606,0.8229774918659799
SALCAPROZIC ACID,"C,N,O",-14.214078608611622,0.37666551381824603
CELECOXIB,"C,N,S,O",10.09048393551,0.4732744105856446
VESNARINONE,"C,N,O",12.93291957744681,0.3994657519285396
TRIMETREXATE,"C,N,O",5.386706605289834,0.5069302619009202
FENOLDOPAM,"C,N,O",10.39120532027242,0.8134731610818098
ROPINIROLE,"C,N,O",12.443150345932246,0.6956892736165373
MENADIONE,"C,O",-6.537285610559512,0.5987868544785206
ETHCHLORVYNOL,"C,O",6.359608833567492,0.9786498315865556
TERFENADINE,"C,N,O",4.440309948331417,0.9826762443265769
LEVORPHANOL,"C,N,O",-0.5475833562588044,0.8959402861249282
DELAVIRDINE,"C,N,S,O",17.376111703524234,0.3455963200271849
EMEDASTINE,"C,N,O",4.556118622917358,0.3105594601730638
PIOGLITAZONE,"C,N,S,O",15.75931480131124,0.4698462024317796
TRAXOPRODIL,"C,N,O",-6.444023456765968,0.8615791019825804
HISTIDINE,"C,N,O",-3.4186759598519427,0.22913163406800696
FENTANYL,"C,N,O",-17.268061271221736,0.5077004626096928
ROSIGLITAZONE,"C,N,S,O",14.046027848780069,0.04504848927681937
MARALIXIBAT CHLORIDE,"C,N,S,O",12.107119135573626,0.977083241187652
LOFEXIDINE,"C,N,O",-5.928460195658134,0.08505588677526454
PHENTOLAMINE,"C,N,O",-1.5269290389020993,0.05651166208276959
PLERIXAFOR,"C,N",-3.3022748136123186,0.11384157729498455
MELOXICAM,"C,N,S,O",13.059242490813933,0.15937874731927615
ACETYLCYSTEINE,"C,N,S,O",-14.58941471278969,0.271893722292724
AMINOLEVULINIC ACID,"C,N,O",-2.0437605750816603,0.524656144183646
CYSTEAMINE,"C,N,S",12.903416420339987,0.1817158623587526
EFAPROXIRAL,"C,N,O",9.683092211235813,0.06497705317746705
NALTREXONE,"C,N,O",-1.5075407254115738,0.7516541292457014
ZAFIRLUKAST,"C,N,S,O",-26.366498931778498,0.12317008341921633
ROFECOXIB,"C,S,O",-16.89726601466328,0.18921739844074825
MOXONIDINE,"C,N,O",-19.012194491442852,0.12639703055424756
PAPAVERINE,"C,O",13.864430986013408,0.07411631952801545
CUPRIC SULFATE,"C,S,O",-14.843731384315289,0.8740678246978035
PROCAINAMIDE HYDROCHLORIDE,"C,N,O",13.486311722294928,0.6266339644488984
METERGOLINE,"C,N,O",11.101275538210151,0.9890629253683892
MISOPROSTOL,"C,O",6.044940927845203,0.5059488733651388
MACIMORELIN,"C,N,O",21.292509172356414,0.5585480056097787
CIPRALISANT,C,-1.2046143162722571,0.08907045147804338
MEPERIDINE,"C,N,O",5.5759003581066535,0.7910938001854965
METHAQUALONE,"C,N,O",-12.696223352235851,0.6225878402809426
PROBUCOL,"C,S,O",11.527099203496508,0.2043532547134923
LOXOPROFEN,"C,O",16.991562301461347,0.6072799483783412
TRIENTINE,"C,N",0.2687338503090205,0.2755679990994484
ZOMEPIRAC,"C,O",-0.294681682283065,0.8115524323575196
TERAZOSIN,"C,N,O",-9.033246347561274,0.8820488564373123
DEXTROAMPHETAMINE,"C,N",-5.363682413361016,0.090177443667404
SITAXENTAN,"C,N,S,O",10.890915028381428,0.2903533963979853
MARIMASTAT,"C,N,O",1.973002390271716,0.748293281583662
PYRAZINAMIDE,"C,N,O",7.170899708474027,0.7127403917960867
IBUDILAST,"C,O",1.962674333713608,0.12167756798085215
AMONAFIDE,"C,N,O",12.745780965592802,0.16938723153232582
SAQUINAVIR MESYLATE,"C,N,S,O",-19.223233856566708,0.8710207058171482
TEGAFUR,"C,N,O",-7.521537429665849,0.4514978472377323
PENICILLIN V,"C,N,S,O",14.825767356115293,0.21814210909504567
VANOXERINE,"C,N,O",12.744338034917602,0.3103763064673678
CEPHALOTHIN,"C,N,S,O",11.873917110367408,0.9051035471925628
MILTEFOSINE,"C,N,O",12.65469156929405,0.6025279293759453
LINEZOLID,"C,N,O",11.703822521424422,0.9492569181099088
CLIDINIUM,"C,N,O",-0.5687211046932256,0.8318425886509405
MEROPENEM,"C,N,S,O",11.41761631132691,0.02170209585450822
TRAZODONE,"C,N,O",6.970474013393197,0.5109134900644501
ETODOLAC,"C,O",-2.6592594281031032,0.5482690386103052
DIMETHINDENE,"C,N",-5.040047105572336,0.9742357810654912
PRANLUKAST,"C,N,O",3.2746613628217482,0.2211471257717832
NEFAZODONE,"C,N,O",-1.93674723512728,0.8285539719635738
SUFUGOLIX,"C,N,O",-20.89988815965692,0.5372698514081278
XANOMELINE,"C,N,O",-12.363269620349865,0.22103569579514906
NAFTIFINE,"C,N",-5.680150189516389,0.43595478503546825
LUCANTHONE,"C,N,S,O",-12.641033630994105,0.8130251275157123
ANTIPYRINE,"C,N,O",9.847212274131682,0.9001184429990734
AMITRIPTYLINOXIDE,"C,N,O",-15.415303620451267,0.8510438982615167
TERBOGREL,"C,N,O",-8.265659789648147,0.6956407849841979
LORMETAZEPAM,"C,N,O",11.346700207400758,0.4446872947218196
PENTOXIFYLLINE,"C,N,O",3.2215886747168705,0.8797464847262313
AMITRIPTYLINE,"C,N",6.265867549275059,0.739506110471684
DIBROMSALAN,"C,N,O",-5.420963102202253,0.5621230128406488
TRIBROMSALAN,"C,N,O",-11.160251344708268,0.44725287747234493
SUMATRIPTAN,"C,N,S,O",-13.857723802994988,0.4631005765868189
PROPAFENONE,"C,N,O",-0.4565321828939864,0.669681825183051
BETAMETHASONE,"C,O",-13.593146354371765,0.5827488609892729
AMIODARONE,"C,N,O",-15.953738820643457,0.2984583397557251
ALFENTANIL,"C,N,O",-9.955019507684817,0.24003819136323445
PREDNISONE,"C,O",-1.3108478575645102,0.7848347445124799
RIVASTIGMINE,"C,N,O",-3.5618040973089045,0.19315743146140366
VENLAFAXINE,"C,N,O",4.246679229548849,0.8122175617605338
ZIDOVUDINE,"C,N,O",0.3708937005057508,0.6308018541217445
VORICONAZOLE,"C,O",-7.408785512690889,0.39430771718046176
AZELASTINE,"C,N,O",1.9058276304383108,0.8579854280012079
CHLORAMPHENICOL,"C,N,O",0.6141234723660378,0.9005582897199003
PROCAINAMIDE,"C,N,O",-4.472579834218236,0.5418110631110247
